Gene,Retene_Rep1,Retene_Rep2,Retene_Rep3,Retene_Rep4,Control1_Rep1,Control1_Rep2,Control1_Rep3,Control1_Rep4
ENSDARG00000104950.1,8.803816659,8.432842277,8.155817405,8.195594508,8.845621279,9.102163857,9.042861622,9.316108345
ENSDARG00000099318.1,7.192767957,7.267969669,6.864943005,7.058987531,6.931107748,6.896256718,7.243541559,7.165914791
ENSDARG00000091090.3,9.509733509,9.246436283,10.03921669,10.04024133,9.673582678,9.938598562,9.771581493,9.794062454
ENSDARG00000099736.1,7.066269525,6.816134549,6.980685894,6.63361504,6.793975148,6.715881313,7.054911128,7.111427474
ENSDARG00000078586.3,7.083227607,6.979298833,7.365305083,7.232908845,7.24382655,6.959506953,7.345105832,6.219712612
ENSDARG00000070138.5,6.955418233,6.219712612,6.797771479,6.219712612,6.767574457,6.649932262,6.539161672,7.217042466
ENSDARG00000099097.1,7.7191693,7.94431264,7.636227987,7.928426424,8.271098671,7.982044311,8.160840576,8.244357378
ENSDARG00000079524.4,6.955418233,6.47550747,6.554937416,6.742199673,7.044317052,6.219712612,7.092657199,6.943733381
ENSDARG00000105222.1,6.219712612,6.219712612,6.219712612,6.219712612,6.75386056,6.219712612,6.219712612,6.219712612
ENSDARG00000105556.1,7.610704223,7.093553848,7.669803133,7.133073896,6.662333803,6.468712239,7.473554429,6.894662578
ENSDARG00000102659.1,7.116072287,6.661613352,6.843404446,6.219712612,6.219712612,6.219712612,6.219712612,6.486490465
ENSDARG00000061585.6,7.500650754,7.773519385,7.718325395,8.065622395,7.889508537,7.71830577,7.302953048,7.929783091
ENSDARG00000045768.8,8.506770182,8.541392756,8.362964697,8.505986621,8.728649764,8.751751935,8.776332869,8.748341356
ENSDARG00000080001.4,8.972071807,9.131358163,9.399570033,9.337499439,9.273061056,9.163296831,8.817153046,8.385182834
ENSDARG00000100344.1,6.994307271,6.219712612,6.219712612,6.883530134,6.219712612,6.219712612,6.480718748,6.219712612
ENSDARG00000092569.2,8.673553293,8.427689588,8.928638778,8.410507678,7.711300992,8.417946012,7.775438918,8.129307809
ENSDARG00000103892.1,7.552108003,7.038630328,7.69432894,7.735914554,7.483224586,7.538802941,7.461436474,7.637407842
ENSDARG00000095545.2,6.219712612,6.62337179,6.510188452,6.219712612,6.780937814,6.773772799,7.179824583,6.219712612
ENSDARG00000015312.7,8.506770182,8.672176721,8.310583694,9.067354558,9.143717937,8.427765026,9.073246969,9.510264909
ENSDARG00000076041.5,9.808229541,9.525527758,10.04199895,10.1948676,10.2050908,10.22670126,10.01062623,10.23795395
ENSDARG00000035185.6,6.975135499,6.219712612,6.885741224,6.219712612,7.209003713,6.873707611,6.58833111,6.219712612
ENSDARG00000076856.5,11.06942056,10.77627923,11.29312229,11.38767043,11.10305452,11.29115384,10.83673514,11.17050362
ENSDARG00000070661.5,7.289720507,7.507429145,7.490291874,7.615318555,6.831337315,7.168111878,6.854776942,6.219712612
ENSDARG00000027088.6,9.12781186,9.185651815,9.480251066,9.043437816,8.691893428,8.728519666,8.673052591,8.569007348
ENSDARG00000070721.7,8.014024904,7.764725091,8.058887379,8.277396639,8.297788702,8.168782117,7.944651531,8.086051108
ENSDARG00000104193.1,6.681518969,6.47550747,6.62981952,6.219712612,7.035538607,6.959506953,6.880273019,7.011222723
ENSDARG00000015890.8,7.693035959,8.619596399,8.225199954,8.35430107,8.331680089,8.043075046,8.206307825,7.449391949
ENSDARG00000062884.6,7.581809709,7.337027602,7.852540274,7.625890228,7.483224586,7.682890552,7.372191568,7.648122601
ENSDARG00000102558.1,7.116072287,6.958359411,6.962745926,6.998252144,6.941283821,6.896256718,6.631562681,6.894662578
ENSDARG00000079742.3,8.367577145,8.15266544,8.431160459,8.604588535,8.619381,8.696910847,8.455007344,8.558871573
ENSDARG00000090708.3,7.531830102,7.582950785,7.636227987,7.646729379,7.817590842,7.917775587,7.793509211,7.449391949
ENSDARG00000101490.1,6.219712612,6.661613352,6.773465933,6.219712612,7.017661427,6.524485248,6.739619213,6.546215898
ENSDARG00000079064.3,8.551558551,8.202799073,8.537511215,8.867242035,8.463717529,8.549178386,8.460262295,8.463996335
ENSDARG00000102815.1,6.219712612,7.019390261,6.219712612,7.167690351,6.219712612,6.468712239,6.951099298,6.989443413
ENSDARG00000101843.1,7.761418316,7.633779704,7.181351208,7.615318555,8.028045858,8.150713455,7.738416498,8.07129117
ENSDARG00000053326.6,9.358919447,8.971820184,9.32554662,9.61072811,9.351880327,9.462236618,9.17930142,9.494853043
ENSDARG00000102682.1,6.219712612,6.219712612,6.219712612,6.908131662,6.725266133,6.219712612,6.219712612,6.219712612
ENSDARG00000091847.3,8.217399337,8.15266544,8.198962056,8.014088697,7.836949523,8.144632432,8.092896135,8.821474328
ENSDARG00000099444.1,6.713106806,7.238798128,6.925377061,7.150564781,6.899592223,6.959506953,7.179824583,7.052912904
ENSDARG00000091627.3,8.665486232,8.663554644,8.786762086,8.271286584,8.204678387,8.422864699,8.475902745,8.198242724
ENSDARG00000095120.2,6.914159018,7.253503834,6.90586665,6.672812111,7.365060439,7.308623379,7.680496726,7.200339603
ENSDARG00000071644.6,7.7191693,7.799504065,7.031922095,8.043800614,8.137589091,8.610235574,8.632193756,8.70797039
ENSDARG00000099056.1,8.997689395,8.926213411,9.313982872,8.867242035,8.808334974,8.789611326,8.89530974,8.972063641
ENSDARG00000094741.2,6.870076341,6.219712612,6.219712612,6.219712612,6.725266133,6.219712612,6.854776942,6.219712612
ENSDARG00000101728.1,7.479325582,7.019390261,6.797771479,6.998252144,6.806708222,6.896256718,7.31721775,6.894662578
ENSDARG00000096979.1,6.681518969,6.219712612,6.219712612,6.482024712,6.999332452,6.649932262,7.212272672,7.200339603
ENSDARG00000042920.9,12.6993113,11.93325248,11.85112768,11.16650127,12.46608466,12.66227749,11.96096547,12.56983014
ENSDARG00000077090.3,7.162940222,7.144861169,7.064187828,7.096907205,6.710317509,7.19809147,7.398531672,7.148154489
ENSDARG00000059719.4,6.870076341,6.219712612,6.662432489,7.096907205,7.134761861,6.959506953,6.828142443,6.943733381
ENSDARG00000103330.1,7.083227607,7.413700901,7.079818287,7.019062911,6.725266133,6.715881313,7.302953048,7.570785952
ENSDARG00000068819.4,7.031168825,6.219712612,6.843404446,6.590170514,7.270724627,6.219712612,7.074016466,7.011222723
ENSDARG00000101019.1,7.794122356,7.824915636,8.004322249,8.432331319,8.047527167,8.150713455,7.670543403,7.834305829
ENSDARG00000100900.1,6.219712612,6.219712612,6.219712612,6.405322839,6.219712612,6.395891062,6.219712612,6.219712612
ENSDARG00000104748.1,6.219712612,6.62337179,6.594295998,6.219712612,6.694880293,6.715881313,6.539161672,6.989443413
ENSDARG00000095314.2,6.219712612,6.219712612,6.773465933,6.590170514,6.219712612,6.649932262,6.219712612,6.782858508
ENSDARG00000052207.6,9.373537189,8.77953484,9.663842386,9.47059152,9.785332033,9.741247312,9.925612752,9.512817286
ENSDARG00000068969.5,9.681513326,9.637151752,8.783360194,8.902041371,9.22993576,8.977706876,8.526741626,9.023641417
ENSDARG00000079741.3,7.849213016,7.773519385,8.325080605,8.258978524,8.164267994,8.341855382,8.140841479,7.946347156
ENSDARG00000058771.5,8.755473873,8.837823939,9.084881835,9.40561724,8.997992727,9.180281965,8.887691549,9.164513959
ENSDARG00000094749.2,6.742721584,6.78874119,6.980685894,6.672812111,7.008555378,6.825922372,6.219712612,7.26531024
ENSDARG00000006220.11,9.685406224,9.662681795,9.459462704,9.323470659,8.542726987,8.168782117,8.262472569,8.527993541
ENSDARG00000104359.1,12.60205687,12.21325567,12.58791538,11.56176805,12.47658762,12.51725713,12.04104822,12.30418961
ENSDARG00000101154.1,6.975135499,6.532791877,6.662432489,6.63361504,6.465899927,6.896256718,6.739619213,6.486490465
ENSDARG00000102549.1,8.603391478,7.951861771,7.966540784,8.135706233,7.950344621,7.475168839,7.802438891,7.852251109
ENSDARG00000104483.1,8.774270885,8.65487708,8.881902742,8.867242035,8.701663316,8.840908332,8.298592455,8.67104581
ENSDARG00000044212.6,9.399948186,9.997414435,9.526933762,9.629012481,8.470677563,8.774593691,9.176203467,9.442229987
ENSDARG00000023082.8,8.446186947,8.546121925,8.088188091,8.404994552,8.107264305,8.244229506,8.244024128,8.129307809
ENSDARG00000079645.3,8.497628384,9.299245879,8.099717199,7.887371728,8.190393788,8.724608656,8.206307825,9.231503354
ENSDARG00000092644.3,8.455690276,8.493152144,8.89452191,8.924760712,8.760713265,8.789611326,8.42841339,8.569007348
ENSDARG00000073695.4,8.104384005,8.087046731,8.305715034,8.258978524,7.086737383,6.939090561,6.828142443,7.130000172
ENSDARG00000100265.1,6.713106806,6.78874119,6.62981952,6.590170514,6.521047176,6.715881313,6.770789282,6.408487223
ENSDARG00000062248.8,8.228728737,8.221099197,8.601364451,8.831536346,8.511685685,8.751751935,8.645951565,8.721561366
ENSDARG00000089879.3,6.892504611,6.400705188,6.797771479,6.908131662,6.710317509,6.612688414,6.219712612,6.408487223
ENSDARG00000091906.1,6.610483016,7.144861169,6.90586665,6.672812111,6.843266473,6.896256718,7.074016466,6.680483164
ENSDARG00000003544.8,7.82592216,7.623803906,8.18831315,8.162675156,7.932771048,8.056234167,7.896391264,8.100637533
ENSDARG00000101012.1,7.221581965,6.729319182,7.259520296,6.998252144,6.56745422,6.612688414,6.480718748,6.782858508
ENSDARG00000036767.7,6.892504611,7.057383344,6.721153906,6.540757883,6.866425291,7.070942251,6.854776942,6.546215898
ENSDARG00000098865.1,6.713106806,7.897989549,7.56578112,7.248471738,7.694023771,7.268765372,8.021019156,7.340411976
ENSDARG00000060148.6,9.249454353,9.134430602,9.614039512,9.181130165,9.693784402,9.600275091,9.552114935,9.611309601
ENSDARG00000103562.1,6.569440766,6.979298833,6.219712612,6.590170514,6.710317509,6.649932262,6.854776942,6.943733381
ENSDARG00000089640.2,8.262125855,8.196639964,8.605255843,8.051117565,8.287179021,8.255450114,8.350944921,8.048815495
ENSDARG00000087005.2,6.822548544,6.47550747,7.221317263,6.708784654,6.843266473,7.430415996,6.854776942,6.680483164
ENSDARG00000059387.6,7.511148924,7.057383344,7.470521133,7.615318555,6.494875219,6.395891062,6.631562681,6.546215898
ENSDARG00000073820.3,6.522770694,6.532791877,6.510188452,6.405322839,6.465899927,6.649932262,6.480718748,6.680483164
ENSDARG00000078567.4,9.262630713,9.386494577,9.292924955,9.265909656,9.387913794,9.04443763,9.260451,9.148078819
ENSDARG00000096545.3,8.586336087,8.417323161,7.900812659,7.735914554,7.483224586,7.255077977,7.49736401,7.547619129
ENSDARG00000103837.1,9.273083283,9.656342242,9.654750639,9.500747226,9.650137194,8.872897253,9.42295322,9.587321651
ENSDARG00000090570.3,8.417258001,8.336839183,7.900812659,7.936470407,8.384623633,8.432647139,8.078851492,8.157336087
ENSDARG00000091672.2,6.647520759,6.219712612,7.015245714,6.998252144,7.29038122,6.649932262,6.219712612,6.640632159
ENSDARG00000099418.1,9.053651312,8.9368728,8.381500882,7.697157363,8.792038169,8.062761406,7.846082267,8.402474637
ENSDARG00000078674.2,8.033953535,7.561922235,8.172169859,7.687254223,8.210347505,7.834198608,7.952509012,7.84331294
ENSDARG00000101407.2,7.959230384,8.03896057,7.124908979,7.429889197,7.885831167,7.888064278,7.846082267,8.19151619
ENSDARG00000094069.2,6.797228536,6.759885668,6.821045746,6.63361504,6.843266473,6.219712612,6.219712612,6.894662578
ENSDARG00000071588.4,8.832736251,8.437974846,8.843333316,7.895696959,8.287179021,8.648067089,7.879859143,7.816079701
ENSDARG00000098903.1,7.727746589,7.755862395,7.940680612,7.998957512,7.809756006,7.849842947,7.747785899,7.730286823
ENSDARG00000075230.5,8.417258001,8.190450787,8.466132431,8.774070957,8.468361626,8.808153673,8.44973136,8.712515883
ENSDARG00000096904.1,7.377300765,6.936754662,6.980685894,6.590170514,6.888731993,7.035657945,7.163119881,7.072915748
ENSDARG00000061304.6,8.843425287,8.659222845,8.738343895,9.251142366,9.045765047,9.254258653,8.636795344,9.167777871
ENSDARG00000015057.7,7.552108003,7.376130386,8.099717199,8.065622395,8.014884156,7.96100045,7.719440977,7.978806339
ENSDARG00000098058.1,12.09143691,11.88072798,12.10460593,11.44828374,11.16149156,11.28150345,10.91661586,11.3216208
ENSDARG00000043646.6,9.496468446,9.220708681,9.681852925,10.02828411,9.774544344,9.991890711,9.704974757,9.904673232
ENSDARG00000006501.12,6.219712612,6.867269039,7.296151197,6.219712612,6.608265996,7.087988582,7.054911128,6.989443413
ENSDARG00000102225.1,6.955418233,7.128121424,6.692737643,7.364178795,7.29038122,7.05350709,6.928337626,7.26531024
ENSDARG00000012699.10,7.620165451,7.388816518,7.669803133,7.70697317,7.564798552,7.673857471,7.587470979,7.423267918
ENSDARG00000076981.3,6.713106806,6.729319182,6.773465933,6.672812111,6.899592223,7.282246892,6.828142443,7.368832692
ENSDARG00000101879.1,6.994307271,6.219712612,6.998175869,6.540757883,6.521047176,6.800464485,6.770789282,6.219712612
ENSDARG00000100350.1,7.400905912,7.951861771,8.155817405,8.043800614,7.769762113,7.769419588,8.099859345,7.904498472
ENSDARG00000098444.2,7.116072287,6.816134549,6.843404446,6.857912417,7.044317052,6.715881313,6.219712612,6.486490465
ENSDARG00000104570.1,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.539161672,6.219712612
ENSDARG00000095434.1,7.066269525,7.323624103,7.048228942,6.63361504,6.85495816,6.825922372,6.904758189,6.919661333
ENSDARG00000103908.1,8.929401511,8.522306228,8.769667018,8.90585409,8.252080096,8.716752624,8.673052591,8.501702631
ENSDARG00000103343.1,7.591528229,7.350242071,7.124908979,6.80308597,7.340824727,6.918027383,6.973117673,6.966968687
ENSDARG00000099005.1,7.389175404,7.413700901,7.601583045,7.936470407,7.589039286,7.664749836,7.640131009,7.499683072
ENSDARG00000101748.1,6.219712612,6.219712612,6.594295998,6.219712612,6.739768347,6.219712612,6.800212374,6.894662578
ENSDARG00000071662.6,7.468492744,7.905836178,7.887220836,8.065622395,8.232774662,7.104668759,7.912696009,7.970773008
ENSDARG00000051912.7,8.878464621,8.546121925,8.620709483,9.12052251,9.136641486,8.990668179,8.417623319,9.001771803
ENSDARG00000062485.8,10.64397996,11.81590974,10.40032827,10.25613135,11.00401494,10.26518512,10.38116211,11.12990329
ENSDARG00000100679.2,8.713181474,8.904643701,9.288202177,8.979971692,9.227278905,9.344683219,9.018759385,9.218988613
ENSDARG00000040252.5,7.864486356,8.262804886,7.960127619,8.277396639,7.781907283,7.58901281,7.650362608,7.769214674
ENSDARG00000104935.1,6.219712612,6.219712612,6.594295998,6.831150346,6.219712612,6.800464485,6.219712612,6.219712612
ENSDARG00000099437.1,8.176931259,7.719701381,8.376891479,8.490545238,8.193263614,8.326088629,8.092896135,8.337918202
ENSDARG00000028857.7,7.959230384,7.816506955,8.133678076,8.169328027,7.981344717,8.101217965,7.846082267,8.093365722
ENSDARG00000068325.3,6.822548544,6.219712612,6.219712612,6.540757883,6.588437412,6.395891062,6.219712612,6.751021252
ENSDARG00000098372.1,7.13199785,6.936754662,7.284105221,6.63361504,7.382840654,6.959506953,7.243541559,6.868629558
ENSDARG00000077761.3,7.648063219,7.603571728,7.583832618,7.687254223,7.698368246,7.709556801,7.258767771,7.535841049
ENSDARG00000092419.2,7.581809709,7.038630328,7.68621387,7.3224715,7.707006701,6.850296238,7.243541559,7.749917811
ENSDARG00000105558.2,7.562101697,7.401338249,7.259520296,7.248471738,6.678905157,6.97932897,7.258767771,6.812908824
ENSDARG00000079119.4,9.924577222,9.850065031,9.390802228,9.268844525,9.150758632,9.296320038,8.880030852,9.36792154
ENSDARG00000037921.3,9.721865855,9.902674769,9.821510522,10.15461306,9.717465134,9.941885686,10.05464499,10.06033799
ENSDARG00000075815.5,7.147615332,7.161264449,7.259520296,7.115196018,7.340824727,7.507478197,7.196203391,7.296094035
ENSDARG00000102328.1,6.892504611,6.696712405,6.219712612,6.219712612,6.941283821,6.219712612,6.219712612,6.219712612
ENSDARG00000099062.1,6.219712612,6.219712612,6.90586665,6.708784654,6.219712612,6.571416938,6.770789282,6.812908824
ENSDARG00000071567.5,10.096204,10.1110958,9.872496219,9.908464214,9.129528902,8.808153673,9.089844684,8.998093019
ENSDARG00000030129.8,8.905865653,8.747397047,8.702670995,8.660441795,8.835071398,9.232744647,8.455007344,8.949355364
ENSDARG00000069566.5,6.467309736,6.219712612,6.773465933,6.742199673,6.877679644,6.873707611,6.951099298,6.812908824
ENSDARG00000099594.1,7.012973337,6.62337179,6.692737643,6.63361504,6.899592223,6.649932262,7.074016466,6.782858508
ENSDARG00000043982.8,7.221581965,6.958359411,6.662432489,7.593858669,7.119074004,7.636964308,7.243541559,7.130000172
ENSDARG00000092390.2,6.994307271,6.532791877,6.219712612,6.590170514,6.545093041,6.873707611,6.539161672,6.680483164
ENSDARG00000104893.1,7.249468636,7.425909514,7.194882521,7.479474669,7.417448487,7.794140483,7.608844934,7.148154489
ENSDARG00000004931.8,8.483796305,8.202799073,8.41780248,8.570900349,8.339376751,8.367715259,8.173998955,8.361765013
ENSDARG00000101598.1,7.701815238,7.582950785,8.088188091,7.625890228,7.103071713,7.538802941,7.258767771,7.280833212
ENSDARG00000103371.1,8.027346633,8.073497707,7.528722431,7.232908845,7.74090949,7.518025471,7.31721775,7.052912904
ENSDARG00000077068.5,8.417258001,8.26865342,8.461811352,8.122001186,8.43074244,8.535723348,7.837483669,7.604613621
ENSDARG00000063730.6,7.572001552,7.337027602,7.259520296,8.0583913,7.593821844,7.691850535,7.288462934,7.535841049
ENSDARG00000095549.1,6.467309736,7.144861169,6.554937416,6.773520828,7.078439734,7.383540175,6.973117673,7.092409368
ENSDARG00000078011.3,9.582637975,9.074861505,9.667462831,9.876390472,9.55016019,9.802291566,9.367242164,9.710068589
ENSDARG00000087061.3,6.892504611,6.532791877,6.692737643,6.742199673,6.219712612,6.939090561,6.219712612,6.751021252
ENSDARG00000038025.3,7.302748958,7.019390261,7.319777724,7.248471738,7.29038122,7.01736679,7.015170682,7.148154489
ENSDARG00000095062.1,6.770681927,6.867269039,6.219712612,6.742199673,6.521047176,6.219712612,6.480718748,6.782858508
ENSDARG00000067981.3,8.669525792,8.473353444,8.41780248,8.14926304,8.265693515,8.341855382,8.006124966,8.301304842
ENSDARG00000059858.6,6.742721584,6.78874119,6.980685894,7.232908845,6.941283821,7.183235121,6.539161672,6.751021252
ENSDARG00000102616.1,6.467309736,6.580990472,7.246969308,6.219712612,6.793975148,6.825922372,6.58833111,6.868629558
ENSDARG00000100040.1,6.522770694,6.219712612,6.554937416,6.708784654,6.219712612,6.524485248,6.800212374,6.219712612
ENSDARG00000105121.1,7.657206027,7.282205617,7.824037197,7.82738533,7.874729866,8.255450114,7.565659648,7.912986424
ENSDARG00000100061.1,7.177986734,7.253503834,7.429774423,7.454988768,7.035538607,6.959506953,7.358745285,7.35472893
ENSDARG00000103955.1,6.219712612,6.958359411,7.208201675,7.078180904,6.494875219,6.395891062,6.854776942,6.680483164
ENSDARG00000032553.5,8.673553293,8.915470835,9.259526422,9.074112876,8.382150712,8.357432922,8.590054012,8.589051113
ENSDARG00000036826.5,8.997689395,8.849189231,9.011852098,9.184248236,8.964667131,9.053713424,8.776332869,8.941702073
ENSDARG00000006588.8,8.529352911,8.427689588,8.182954924,7.94446075,8.273792739,8.232909533,8.42841339,8.048815495
ENSDARG00000092675.2,6.914159018,6.580990472,6.944322344,6.219712612,6.219712612,6.524485248,6.219712612,6.219712612
ENSDARG00000095763.2,6.610483016,6.219712612,6.90586665,6.63361504,6.393898805,6.715881313,6.219712612,6.812908824
ENSDARG00000078227.3,9.83996422,9.795436783,10.07497007,10.28652369,10.13464569,10.21046929,9.894245976,10.10811161
ENSDARG00000042518.7,8.689544222,8.555530212,9.101202812,9.437178819,8.945256332,9.025697715,8.96203885,8.882904308
ENSDARG00000078844.3,6.797228536,7.323624103,7.064187828,7.364178795,7.017661427,7.321532684,7.372191568,7.325873336
ENSDARG00000095072.4,14.62067811,13.82460164,14.77954277,14.20312943,14.14194763,14.06695492,13.85951782,14.04789394
ENSDARG00000105307.1,6.467309736,6.729319182,6.944322344,6.908131662,6.780937814,7.168111878,7.302953048,7.032362888
ENSDARG00000096577.1,6.994307271,6.816134549,6.747986485,6.672812111,7.035538607,7.05350709,6.631562681,6.546215898
ENSDARG00000087583.3,7.27650262,6.867269039,7.079818287,7.615318555,7.417448487,6.896256718,6.480718748,6.966968687
ENSDARG00000090366.4,6.770681927,7.019390261,7.398074631,6.976813512,6.645096499,6.745659104,7.520632057,7.368832692
ENSDARG00000101502.1,7.562101697,8.196639964,7.669803133,8.0583913,8.204678387,8.113776789,8.356633518,7.878664027
ENSDARG00000087757.3,6.870076341,6.219712612,6.510188452,7.078180904,6.951306932,6.896256718,6.219712612,6.219712612
ENSDARG00000105389.2,7.116072287,6.936754662,7.398074631,8.051117565,7.371023938,7.418905913,7.196203391,7.462201535
ENSDARG00000105178.2,7.769682445,7.582950785,8.105441926,8.35430107,7.9041049,8.138521813,7.975778572,7.710307561
ENSDARG00000062788.5,7.657206027,7.633779704,7.519248284,7.70697317,8.021482707,8.094890735,7.757078454,7.778741973
ENSDARG00000078004.2,6.569440766,7.038630328,6.773465933,6.672812111,6.465899927,6.649932262,6.539161672,6.782858508
ENSDARG00000091137.1,8.751683091,9.055507021,8.800285389,8.56601772,9.091945906,9.174643195,9.415128183,9.34225375
ENSDARG00000077697.5,8.171043034,8.676467186,8.495990678,8.319374033,8.107264305,8.249852109,7.936742294,8.26997963
ENSDARG00000095751.1,7.552108003,7.799504065,7.528722431,7.70697317,7.328468836,7.453042609,7.629802391,8.150387446
ENSDARG00000106790.1,6.219712612,6.532791877,6.219712612,6.219712612,6.56745422,6.684118973,6.58833111,6.219712612
ENSDARG00000095522.2,8.027346633,8.380380821,8.390671159,7.853470578,7.72408594,7.865280857,7.461436474,7.658733311
ENSDARG00000062132.5,7.856874557,7.882138704,8.010506539,8.271286584,8.254814376,8.480497858,8.703997695,7.869925481
ENSDARG00000094206.1,6.742721584,7.582950785,6.662432489,6.590170514,7.29038122,6.959506953,7.128659551,7.340411976
ENSDARG00000092951.2,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.649932262,6.670568393,6.751021252
ENSDARG00000038248.4,8.273067433,8.221099197,8.133678076,7.928426424,8.47529729,7.826296981,8.44973136,8.496381347
ENSDARG00000073750.4,10.29324003,10.83414195,10.90582209,10.35911759,10.70533536,10.73352192,11.55038201,10.73210495
ENSDARG00000097011.2,6.467309736,6.47550747,6.219712612,6.540757883,6.342918232,6.800464485,6.670568393,6.966968687
ENSDARG00000098351.1,6.522770694,6.661613352,6.219712612,6.742199673,6.521047176,6.745659104,6.539161672,6.546215898
ENSDARG00000108246.1,6.84679087,6.914422183,7.079818287,6.482024712,6.608265996,6.745659104,6.480718748,6.486490465
ENSDARG00000023587.7,10.43341781,9.965392583,10.07768363,10.58183916,9.220614605,9.462236618,10.33257056,10.13306264
ENSDARG00000074024.3,6.219712612,7.019390261,6.692737643,7.184470312,6.920772019,6.571416938,7.035308233,6.219712612
ENSDARG00000011640.7,8.720969731,8.68074406,8.47473239,8.835549951,8.507191409,8.535723348,8.821168706,8.623421644
ENSDARG00000055752.5,7.207295974,7.111026023,7.296151197,7.167690351,6.888731993,7.183235121,6.904758189,7.011222723
ENSDARG00000071653.5,6.569440766,7.177348773,6.90586665,7.058987531,7.434304035,7.371458408,7.385451544,6.812908824
ENSDARG00000060865.5,8.033953535,8.045945887,8.408821008,8.065622395,8.184634548,8.377917085,8.120518414,8.048815495
ENSDARG00000020718.9,9.525053633,9.052254863,9.44684105,9.046879847,9.093410342,9.507535935,9.001282937,8.918483705
ENSDARG00000006923.10,8.488423075,8.15266544,8.508583757,8.898218045,8.741944188,8.840908332,8.5995335,8.628260635
ENSDARG00000086522.2,6.914159018,6.219712612,6.219712612,6.219712612,6.739768347,6.219712612,6.219712612,6.841431872
ENSDARG00000062286.5,6.975135499,6.400705188,6.457018342,6.482024712,6.342918232,6.524485248,6.219712612,6.596459811
ENSDARG00000094713.2,6.742721584,6.661613352,6.90586665,6.708784654,6.608265996,6.97932897,6.828142443,6.219712612
ENSDARG00000092025.2,6.742721584,6.816134549,6.387607575,6.405322839,6.521047176,6.896256718,6.219712612,7.052912904
ENSDARG00000103256.1,8.392653538,8.165386724,8.209522297,8.169328027,7.564798552,7.857587307,8.140841479,7.938093733
ENSDARG00000005394.11,9.267866745,8.822521828,9.247402763,9.493268464,8.972675044,9.393855363,8.954782141,9.101001306
ENSDARG00000093389.1,6.467309736,6.219712612,6.554937416,6.482024712,6.608265996,6.219712612,6.631562681,6.919661333
ENSDARG00000092347.1,6.219712612,6.219712612,6.594295998,6.976813512,6.219712612,6.939090561,6.219712612,6.486490465
ENSDARG00000103649.1,7.389175404,7.177348773,6.962745926,7.019062911,6.910269434,7.070942251,6.670568393,6.596459811
ENSDARG00000005783.9,8.846969826,8.726917982,9.076648892,9.224162229,8.907270052,9.262241932,8.845018071,9.066371335
ENSDARG00000095122.3,6.610483016,6.219712612,6.219712612,6.998252144,6.56745422,6.612688414,6.770789282,6.782858508
ENSDARG00000061368.5,9.67760972,9.14665304,9.558522555,9.615321369,9.416090675,9.538402687,9.254598711,9.463515285
ENSDARG00000098332.1,8.73641329,7.905836178,8.565823356,8.342762876,8.656124946,8.283079309,8.268563491,8.447501038
ENSDARG00000091013.3,8.066465643,8.308864832,8.853077927,8.521250297,8.155437771,7.761059056,8.127329494,8.276305996
ENSDARG00000076160.5,6.219712612,6.580990472,6.594295998,6.883530134,6.694880293,6.219712612,6.854776942,6.408487223
ENSDARG00000070812.4,6.219712612,6.696712405,6.662432489,6.482024712,6.432981617,6.219712612,6.631562681,6.219712612
ENSDARG00000103053.1,6.647520759,6.580990472,6.662432489,6.857912417,6.219712612,6.219712612,6.219712612,6.71705336
ENSDARG00000078246.7,6.770681927,6.891289031,6.662432489,6.908131662,6.494875219,6.219712612,6.880273019,6.71705336
ENSDARG00000101426.1,7.511148924,8.159042149,7.601583045,7.697157363,7.559883074,7.464166531,7.576621358,7.740144944
ENSDARG00000102737.1,6.994307271,7.144861169,6.747986485,6.63361504,7.052993282,6.800464485,6.973117673,7.382731221
ENSDARG00000097017.2,8.347162709,8.331292449,8.695422261,8.843542007,8.625575147,8.512991393,8.160840576,8.52277683
ENSDARG00000009443.4,6.569440766,6.696712405,6.594295998,6.590170514,6.465899927,6.524485248,6.706366022,6.680483164
ENSDARG00000106418.1,10.59853101,10.29701981,10.67519545,10.74578169,10.45996968,10.69134038,10.32844592,10.68013788
ENSDARG00000092012.2,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.571416938,6.539161672,6.219712612
ENSDARG00000086842.2,8.796490028,8.453253519,8.41780248,7.895696959,8.799305238,8.73241943,8.333728127,8.739473276
ENSDARG00000070940.4,7.675266334,7.746930016,7.048228942,8.021584523,7.885831167,7.752636651,8.199911624,8.574046533
ENSDARG00000101876.1,8.547146942,8.601602421,8.628370103,8.709683571,8.555811939,8.315469826,8.987141012,8.527993541
ENSDARG00000102112.1,6.822548544,7.177348773,7.365305083,6.976813512,7.328468836,7.01736679,6.880273019,7.217042466
ENSDARG00000098415.1,6.975135499,6.999626812,7.181351208,7.096907205,6.662333803,7.212693081,6.854776942,7.011222723
ENSDARG00000104598.4,9.15923072,9.825835429,9.332439432,9.537558509,9.669701908,9.327058417,9.328836653,9.48708358
ENSDARG00000037172.5,8.387676641,8.190450787,7.985578606,8.283477785,8.847371713,8.422864699,8.521744516,8.373526492
ENSDARG00000101071.1,6.647520759,6.219712612,6.843404446,6.219712612,6.694880293,6.896256718,6.928337626,6.219712612
